rule_id,rule_set,description,smarts,rule_set_name,priority,max
568,4,ENE ONE B(2),[#6](-[#16])(-[#7])=[#6](-[#1])-[#6]=[#6](-[#1])-[#6]=[#8],PAINS,6,0
223,3,CYANO PHOSPHONATE,"P(O[A,a])(O[A,a])(=O)C#N",Essential,7,0
420,4,CYANO IMINE C(12),[#8]=[#16](=[#8])-[#6](-[#6]#[#7])=[#7]-[#7]-[#1],PAINS,6,0
717,4,ENE ONE D(1),[#6](-[#8]-[#1]):[#6]-[#6](=[#8])-[#6](-[#1])=[#6](-[#6])-[#6],PAINS,6,0
832,5,ALIPHATIC TRIFLATE,COS(=O)(=O)C(F)(F)F,Essential,5,0
486,4,IMINE ENE A(5),[#6]:[#6]-[#6](-[#1])=[#6](-[#1])-[#6](-[#1])=[#7]-[#7](-[#6;X4])-[#6;X4],PAINS,6,0
579,4,THIO AMIDE D(2),[#6](-[#7](-[#6]-[#1])-[#6]-[#1]):[#6]-[#7](-[#1])-[#6](=[#16])-[#6]-[#1],PAINS,6,0
594,4,SULFONAMIDE E(2),[#6]:[#6]-[#7](-[#1])-[#16](=[#8])(=[#8])-[#7](-[#1])-[#6]:[#6],PAINS,6,0
796,4,THIO ENE AMINE A(1),[#16]=[#6]-[#6](-[#6](-[#1])-[#1])=[#6](-[#6](-[#1])-[#1])-[#7](-[#6](-[#1])-[#1])-[#6](-[#1])-[#1],PAINS,6,0
1122,7,HYDROXYIMIDE ESTER,O=C[NX3](C=O)OC(=O)*,Essential,1,0
1256,4,1 3 BENZODIOXOLE,c1ccc2c(c1)OCO2,PAINS,2,0
797,4,HET 55 B(1),[#6]-1:[#6]-[#8]-[#6]-2-[#6](-[#1])(-[#1])-[#6](=[#8])-[#8]-[#6]-1-2,PAINS,6,0
774,4,HET 65 K(1),n1nnnc2cccc12,PAINS,6,0
73,2,BIOTIN ANALOGUE,C12C(NC(N1)=O)CSC2,Essential,4,0
98,2,HALOGENATED RING1,"c1cc([Cl,Br,I,F])cc([Cl,Br,I,F])c1[Cl,Br,I,F]",Supplemental,4,0
99,2,HALOGENATED RING2,"c1ccc([Cl,Br,I,F])c([Cl,Br,I,F])c1[Cl,Br,I,F]",Supplemental,4,0
1159,7,POLYPHENOL2,Oc1c(O)cc(O)cc1,Supplemental,1,0
1158,7,POLYPHENOL1,Oc1cc(O)cc(O)c1,Supplemental,1,0
370,4,CYANO PYRIDONE A(54),N#Cc1ccc[#7;H1]c1=S,PAINS,6,0
582,4,HET THIO 6 ENE(2),[#6]-1:[#6]-[#7]=[#6]-[#6](=[#6]-[#7]-[#6])-[#16]-1,PAINS,6,0
564,4,IMIDAZOLE B(2),[#6](-[#1])(-[#1])-[#6](-[#1])(-[#1])-[#16]-[#6](-[#1])(-[#1])-c1cn(cn1)-[#1],PAINS,6,0
605,4,HET THIO 5 B(2),[#6]-1(-[#6]=[#8])(-[#6]:[#6])-[#16;X2]-[#6]=[#7]-[#7]-1-[#1],PAINS,6,0
495,4,HET 6 IMIDATE A(4),[#7]=[#6]-1-[#7](-[#1])-[#6](=[#6](-[#7]-[#1])-[#7]=[#7]-1)-[#7]-[#1],PAINS,6,0
448,4,PYRROLE C(8),n1(-[#6;X4])c(c(-[#1])c(c1-[#6]:[#6])-[#1])-[#6](-[#1])-[#1],PAINS,6,0
1179,7,BICYCLIC IMIDE,*~@C1C(=O)NC(=O)C(~@*)1,Supplemental,1,0
1201,8,HETERO IMIDES,[!#6]-[CH2]-N1C(=O)CCC(=O)1,Essential,2,0
348,4,MANNICH A(296),[#7]-[C;X4]-c1ccccc1-[O;H1],PAINS,6,0
548,4,IMINE PHENOL A(3),[#6]=[#7;!R]-c:1:c:c:c:c:c:1-[#8]-[#1],PAINS,6,0
567,4,THIO ESTER C(2),[#7]-1-[#6](=[#8])-[#6](=[#6](-[#6])-[#16]-[#6]-1=[#16])-[#1],PAINS,6,0
366,4,HZONE PYRROL(64),Cn1cccc1C=NN,PAINS,6,0
695,4,CYANO IMINE D(1),[#8]=[#6]-1-[#6](=[#7]-[#7]-[#6]-[#6]-1)-[#6]#[#7],PAINS,6,0
800,4,ENE SIX HET D(1),[#8]=[#6]-1-[#7]-[#7]-[#6](=[#7]-[#6]-1=[#6]-[#1])-[!#1]:[!#1],PAINS,6,0
119,4,N-ACYL-2-AMINO-5-MERCAPTO-1.3.4-THIADIAZOLE,s1c(S)nnc1NC=O,PAINS,4,0
237,3,GTE 2 SULFONIC ACID,"[C,c]S(=O)(=O)[O;D1].[C,c]S(=O)(=O)[O;D1]",Essential,7,0
1246,8,ADAMANTYL,C12CC3CC(C1)CC(C2)C3,Supplemental,2,0
263,3,MELDRUMS ACID DERIV,O=C1OC(C)(C)OC(C1)=O,Essential,7,0
130,2,PHENOL ESTER,c1ccccc1OC(=O)[#6],Essential,4,0
131,2,PHENYL CARBONATE,c1ccccc1OC(=O)O,Essential,4,0
595,4,ANIL DI ALK K(2),c:1:c:c(:c:c:c:1-[#7](-[#1])-[#1])-[#7](-[#6;X3])-[#6;X3],PAINS,6,0
574,4,ANIL NH ALK C(2),[#6](-[#1])-[#7](-[#1])-c:1:c(:c(:c(:c(:c:1-[#1])-[#1])-[#1])-[#1])-[#7](-[#1])-[#6]-[#1],PAINS,6,0
525,4,COLCHICINE A(3),[#6]-1(-[#6](=[#6]-[#6]=[#6]-[#6]=[#6]-1)-[#7]-[#1])=[#7]-[#6],PAINS,6,0
352,4,HZONE PHENOL B(215),c:1(:c:c:c(:c:c:1)-[#6]=[#7]-[#7])-[#8]-[#1],PAINS,6,0
555,4,CYANO CYANO B(3),[#6]-1(-[#6]#[#7])(-[#6]#[#7])-[#6](-[#1])(-[#6](=[#8])-[#6])-[#6]-1-[#1],PAINS,6,0
342,4,HZONE PHENOL A(479),c:1:c:c(:c(:c:c:1)-[#6]=[#7]-[#7])-[O;H1],PAINS,6,0
446,4,ENE RHOD E(8),[#16]-1-[#6](=[#8])-[#7]-[#6](=[#16])-[#6]-1=[#6](-[#1])-[#6]:[#6],PAINS,6,0
414,4,HZONE ANIL(14),c:1(:c(:c(:c(:c(:c:1-[#1])-[#1])-[#7](-[#1])-[#1])-[#1])-[#1])-[#6]=[#7]-[#7]-[#1],PAINS,6,0
662,4,ANIL NH NO ALK A(1),n:1:c(:c(:c(:c(:c:1-[#1])-[#7](-[#1])-[#1])-[#1])-[#1])-[#7](-[#1])-[#6]:[#6],PAINS,6,0
667,4,ANIL NO ALK D(1),n:1:c(:c(:c(:c(:c:1-[#7](-[#1])-[#1])-[#6](-[#1])-[#1])-[#1])-[#6](-[#1])-[#1])-[#7](-[#1])-[#1],PAINS,6,0
617,4,HET THIO N 5B(2),[#6]~1~[#6](~[#7]~[#7]~[#6](~[#6](-[#1])-[#1])~[#6](-[#1])-[#1])~[#7]~[#16]~[#6]~1,PAINS,6,0
587,4,THIAZOLE AMINE G(2),c1csc(n1)-[#7]-[#7]-[#16](=[#8])=[#8],PAINS,6,0
659,4,HET 6 HYDROPYRIDONE(1),[#7]-1=[#6](-[#7](-[#6](-[#6](-[#6]-1(-[#1])-[#6]:[#6])(-[#1])-[#1])=[#8])-[#1])-[#7]-[#1],PAINS,6,0
391,4,IMINE ONE SIXES(27),[#6]-1(-[#6](=[#8])-[#7]-[#6](=[#8])-[#7]-[#6]-1=[#8])=[#7],PAINS,6,0
1136,7,C10 ALKYL,[CH3][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2],Supplemental,1,0
699,4,KETO KETO BETA F(1),[#6](-[#1])(-[#1])-[#6](-[#8]-[#1])=[#6](-[#6](=[#8])-[#6](-[#1])-[#1])-[#6](-[#1])-[#6]#[#6],PAINS,6,0
368,4,CYANO ENE AMINE A(56),N#CC=C(N)C(C#N)C#N,PAINS,6,0
392,4,DYES5A(27),"[#6]=,:[#6]:[#7]([#6])~[#6]:[#6]=,:[#6][#6]~[#6]:[#7]",PAINS,6,0
29,1,CYANOPHOSPHONATES,P(OCC)(OCC)(=O)C#N,Essential,8,0
641,4,THIO UREA L(1),[#6;X4]-[#16;X2]-[#6](=[#7]-[!#1]:[!#1]:[!#1]:[!#1])-[#7](-[#1])-[#7]=[#6],PAINS,6,0
498,4,AZULENE(4),c:2:c:c:c:1:c(:c:c:c:1):c:c:2,PAINS,6,0
436,4,IMINE IMINE A(9),c:1:c:c-2:c(:c:c:1)-[#7]=[#6]-[#6]-2=[#7;!R],PAINS,6,0
553,4,PYRROLE H(3),n1-2cccc1-[#6]=[#7](-[#6])-[#6]-[#6]-2,PAINS,6,0
551,4,HET THIO N 65A(3),[#7]-2-[#16]-[#6]-1=[#6](-[#6]:[#6]-[#7]-[#6]-1)-[#6]-2=[#16],PAINS,6,0
561,4,DIAZOX B(3),[Cl]-c:2:c:c:1:n:o:n:c:1:c:c:2,PAINS,6,0
151,2,THIOBENZOTHIAZOLE,c12ccccc1(SC(S)=N2),Supplemental,4,0
152,2,THIOBENZOTHIAZOLE,c12ccccc1(SC(=S)N2),Supplemental,4,0
51,1,CYTOCHALASIN DERIVATIVES,O=C1NCC2CCCCC21,Supplemental,8,0
612,4,THIO UREA K(2),[#6]-2(=[#16])-[#7]-1-[#6]:[#6]-[#7]=[#7]-[#6]-1=[#7]-[#7]-2-[#1],PAINS,6,0
974,4,COUMARIN,c1cc2C=CC(=O)Oc2cc1,PAINS,5,0
81,4,CUMARINE,c1ccc2c(c1)ccc(=O)o2,PAINS,4,0
53,1,MONENSIN DERIVATIVES,O1CCCCC1C2CCCO2,Essential,8,0
365,4,KETO KETO BETA A(68),c:1-2:c(:c:c:c:c:1)-[#6](=[#8])-[#6;X4]-[#6]-2=[#8],PAINS,6,0
689,4,PYRAZOLE AMINO B(1),s1ccnc1-c2c(n(nc2-[#1])-[#1])-[#7](-[#1])-[#1],PAINS,6,0
792,4,DIAZOX E(1),[#7](-[#1])(-[#1])-c:1:c(-[#7](-[#1])-[#1]):c(:c(-[#1]):c:2:n:o:n:c:1:2)-[#1],PAINS,6,0
719,4,ANIL NO ALK INDOL A(1),c:1:2:c(:c(:c(:c(:c:1-[#1])-[#1])-[#7](-[#1])-[#1])-[#1]):c(:c(-[#1]):n:2-[#6](-[#1])-[#1])-[#1],PAINS,6,0
580,4,HET 65 DA(2),n2nc(c1cccc1c2-[#6])-[#6],PAINS,6,0
711,4,THIAZOLE AMINE L(1),s:1:c:c:c(:c:1-[#1])-c:2:c:s:c(:n:2)-[#7](-[#1])-[#1],PAINS,6,0
453,4,HET 65 B(7),[!#1]:1:[!#1]-2:[!#1](:[!#1]:[!#1]:[!#1]:1)-[#7](-[#1])-[#7](-[#6]-2=[#8])-[#6],PAINS,6,0
616,4,THIO KETO HET(2),[#16]=[#6]-c:1:c:c:c:2:c:c:c:c:n:1:2,PAINS,6,0
410,4,THIO CARBONATE A(15),"[#7,#8]c2ccc1oc(=[#8,#16])sc1c2",PAINS,6,0
625,4,PYRROLE I(2),n2(-[#6](-[#1])-[#1])c-1c(-[#6]:[#6]-[#6]-1=[#8])cc2-[#6](-[#1])-[#1],PAINS,6,0
438,4,IMINE ONE FIVES B(9),[#7;!R]=[#6]-2-[#6](=[#8])-c:1:c:c:c:c:c:1-[#16]-2,PAINS,6,0
638,4,KETO KETO BETA E(1),[#6](=[#8])-[#6](-[#1])=[#6](-[#8]-[#1])-[#6](-[#8]-[#1])=[#6](-[#1])-[#6](=[#8])-[#6],PAINS,6,0
288,3,PHOS SERINE WARHEAD,NC(COP(O)(O)=O)C(O)=O,Essential,7,0
395,4,ENE ONE ESTER(24),[#6]-[#8]-[#6](=[#8])-[#6](-[#7][#6])=[#6]-[#6](-[#6])=[#8],PAINS,6,0
670,4,HET 465 MISC(1),c:1-2:c:c-3:c(:c:c:1-[#8]-[#6]-[#8]-2)-[#6]-[#6]-3,PAINS,6,0
283,3,PERCHLORO CP,C1(Cl)(Cl)C(Cl)C(Cl)=C(Cl)C1(Cl),Essential,7,0
913,5,PENTAHALOPHENYL,"c1c([F,Cl])c([F,Cl])c([F,Cl])c([F,Cl])c1([F,Cl])",Essential,5,0
524,4,FURAN A(3),c:1(:c(:c(:c(:o:1)-[#6](-[#1])-[#1])-[#1])-[#1])-[#6](-[#1])(-[#8]-[#1])-[#6]#[#6]-[#6;X4],PAINS,6,0
799,4,ENE ONE ONE A(1),[#8]=[#6]-[#6]-1=[#6](-[#16]-[#6](=[#6](-[#1])-[#6])-[#16]-1)-[#6]=[#8],PAINS,6,0
907,4,O-TERTBUTYLPHENOL,c1c([OH1])c(C(C)(C)C)ccc1,PAINS,5,0
817,4,DHP AMINO CN H(1),[#7](-[#1])(-[#1])-[#6]-1=[#6](-[#6]#[#7])-[#6](-[#1])(-[#6]:[#6])-[#16]-[#6;X4]-[#16]-1,PAINS,6,0
581,4,THIOPHENE D(2),s:1:c(:c(-[#1]):c(:c:1-[#6](=[#8])-[#7](-[#1])-[#7]-[#1])-[#8]-[#6](-[#1])-[#1])-[#1],PAINS,6,0
740,4,IMINE ENE ONE B(1),[#6]-1:[#6]-[#6](=[#8])-[#6]=[#6]-1-[#7]=[#6](-[#1])-[#7](-[#6;X4])-[#6;X4],PAINS,6,0
521,4,ANIL OC NO ALK C(3),[#7](-[#1])(-[#1])-c:1:c(:c:c:c:n:1)-[#8]-[#6](-[#1])(-[#1])-[#6]:[#6],PAINS,6,0
349,4,ANIL DI ALK B(251),c:1:c:c(:c:c:c:1-[#7](-[#6;X4])-[#6;X4])-[#6]=[#6],PAINS,6,0
1213,8,CARBAMATE. CBZ PROTECTED,NC(O[CH2]c1ccccc1)=O,Supplemental,2,0
378,4,SULFONAMIDE B(41),[H]N(c1ccc([O;H1])cc1)S(=O)=O,PAINS,6,0
364,4,HZONE PIPZN(79),"CN1[C;H2][C;H2]N(N=[C;H1][#6]=,:[#6])[C;H2][C;H2]1",PAINS,6,0
488,4,PYRROLE D(5),n1(-[#6])c(c(-[#1])c(c1-[#6](-[#1])(-[#1])-[#7](-[#1])-[#6](=[#16])-[#7]-[#1])-[#1])-[#1],PAINS,6,0
732,4,DHP AMIDINE A(1),[#7]-1(-[#1])-[#7]=[#6](-[#7]-[#1])-[#16]-[#6](=[#6]-1-[#6]:[#6])-[#6]:[#6],PAINS,6,0
477,4,CYANO PYRIDONE D(5),[#8]=[#6]-1-[#6](=[#6]-[#6](=[#7]-[#7]-1)-[#6]=[#8])-[#6]#[#7],PAINS,6,0
390,4,CYANO PYRIDONE B(27),"[!#6][#6]1=,:[#7][#6]([#6])=,:[#6](C#N)[#6](=O)[#7]1",PAINS,6,0
33,1,COMPOUNDS WITH 4 OR MORE ACIDIC GROUPS,"[C,S,P](=O)[OH].[C,S,P](=O)[OH].[C,S,P](=O)[OH].[C,S,P](=O)[OH]",Essential,8,0
857,5,CROWN ETHER 12CRO4,O1CCOCCOCCOCC1,Essential,5,0
633,4,THIAZOLE AMINE I(1),[#6](-[#1])(-[#1])-[#7](-[#1])-[#6]=[#7]-[#7](-[#1])-c1nc(c(-[#1])s1)-[#6]:[#6],PAINS,6,0
401,4,ENE CYANO A(19),[#6](-[#6]#[#7])(-[#6]#[#7])=[#6]-c:1:c:c:c:c:c:1,PAINS,6,0
758,4,STYRENE IMIDAZOLE A(1),[#6](=[#6](-[#1])-[#6](-[#1])(-[#1])-n:1:c(:n:c(:c:1-[#1])-[#1])-[#1])(-[#6]:[#6])-[#6]:[#6],PAINS,6,0
614,4,ANIL NH ALK D(2),[#7](-[#1])(-[#1])-c:1:c(:c(:c(:c:c:1-[#7](-[#1])-[#6](-[#1])(-[#6])-[#6](-[#1])-[#6](-[#1])-[#1])-[#1])-[#1])-[#1],PAINS,6,0
500,4,CYANO PYRIDONE E(4),[!#1]:[#6]-[#6]-1=[#6](-[#1])-[#6](=[#6](-[#6]#[#7])-[#6](=[#8])-[#7]-1-[#1])-[#6]:[#8],PAINS,6,0
402,4,ANTHRANIL ACID A(19),C=NNc1ccccc1C(=O)[#8;H1],PAINS,6,0
619,4,ANIL DI ALK FURAN B(2),[#6](-[#1])(-[#1])-[#7](-[#6](-[#1])-[#1])-c:1:c(-[#1]):c(:c(:o:1)-[#6](-[#1])=[#6]-[#6]#[#7])-[#1],PAINS,6,0
642,4,HET THIO UREA ENE(1),[#6]-1(=[#7]-[#7](-[#6](-[#16]-1)=[#6](-[#1])-[#6]:[#6])-[#6]:[#6])-[#6]=[#8],PAINS,6,0
807,4,HET 6 PYRIDONE NH2(1),[#8](-[#1])-[#6]:1:[#6](:[#6]:[!#1]:[#6](:[#7]:1)-[#7](-[#1])-[#1])-[#6](-[#1])(-[#1])-[#6](=[#8])-[#8],PAINS,6,0
9,1,PARANITROPHENYL ESTERS,C(=O)Oc1ccc(N(=O)~[OX1])cc1,Essential,8,0
912,5,PARANITROPHENYL ESTERS,C(=O)Oc1ccc([N+](=O)[O-])cc1,Essential,5,0
710,4,ANIL OH NO ALK A(1),[#7](-[#1])(-[#1])-c:1:c:c:c(:c:c:1-[#8]-[#1])-[#16](=[#8])(=[#8])-[#8]-[#1],PAINS,6,0
577,4,ANISOL B(2),[#6](-[#1])(-[#1])-c:1:c(:c(:c(:c(:c:1-[#8]-[#6](-[#1])-[#1])-[#1])-[#1])-[#6](-[#1])(-[#1])-[#7](-[#1])-[#6;X4])-[#1],PAINS,6,0
816,4,ENE ONE ONE B(1),[#6]-1(-[#6](=[#8])-[#6](-[#1])(-[#1])-[#6]-[#6](-[#1])(-[#1])-[#6]-1=[#8])=[#6](-[#7]-[#1])-[#6]=[#8],PAINS,6,0
693,4,ENE ONE C(1),[#6]-1(=[#8])-[#6](-[#6](-[#6]#[#7])=[#6](-[#1])-[#7])-[#6](-[#7])-[#6]=[#6]-1,PAINS,6,0
609,4,THIO UREA J(2),c:1(:c(:o:c:c:1)-[#6]-[#1])-[#6]=[#7]-[#7](-[#1])-[#6](=[#16])-[#7]-[#1],PAINS,6,0
1087,6,PHENALENE,c1(c)c2c(c)cccc2ccc1,Supplemental,3,0
454,4,KETO KETO BETA C(7),c:1:c:c-2:c(:c:c:1)-[#6](=[#6](-[#6]-2=[#8])-[#6])-[#8]-[#1],PAINS,6,0
369,4,ENE FIVE ONE A(55),c:1-2:c(:c:c:c:c:1)-[#6](=[#8])-[#6](=[#6])-[#6]-2=[#8],PAINS,6,0
471,4,KETO KETO GAMMA(5),[#8]=[#6]-1-[#6;X4]-[#6]-[#6](=[#8])-c:2:c:c:c:c:c-1:2,PAINS,6,0
549,4,THIO CARBONATE B(3),[#8]=[#6]-2-[#16]-c:1:c(:c(:c:c:c:1)-[#8]-[#6](-[#1])-[#1])-[#8]-2,PAINS,6,0
494,4,THIAZOLE AMINE A(4),[#7](-[#1])-c:1:n:c(:c:s:1)-c:2:c:n:c(-[#7](-[#1])-[#1]):s:2,PAINS,6,0
713,4,HET THIO N 5D(1),n1nscc1-c2nc(no2)-[#6]:[#6],PAINS,6,0
281,3,PARAQUAT LIKE,[#6]1[#6][#6]([#6]2[#6][#6][#7;+][#6][#6]2)[#6][#6][#7;+]1,Essential,7,0
504,4,ANIL DI ALK ENE B(4),[#6](-[#1])(-[#1])-[#7](-[#6](-[#1])-[#1])-[#6]-2=[#6]-c:1:c(:c:c:c:c:1)-[#6]-2(-[#1])-[#1],PAINS,6,0
507,4,ENE FIVE HET J(4),[#16]=[#6]-1-[#7](-[#1])-[#6]=[#6]-[#6]-2=[#6]-1-[#6](=[#8])-[#8]-[#6]-2=[#6]-[#1],PAINS,6,0
703,4,COUMARIN C(1),[#6]-2(-[#6]=[#7]-c:1:c:c(:c:c:c:1-[#8]-2)-[Cl])=[#8],PAINS,6,0
441,4,HET THIO 66 ONE(8),[#6](=[#8])-[#6]-1=[#6]-[#7]-c:2:c(-[#16]-1):c:c:c:c:2,PAINS,6,0
399,4,HET 65 A(21),O=Cc1cnn2c([#8;H1])ccnc12,PAINS,6,0
481,4,ANIL NH ALK A(5),c:1(:c(:c-2:c(:c(:c:1-[#1])-[#1])-[#7](-[#6](-[#7]-2-[#1])=[#8])-[#1])-[#1])-[#7](-[#1])-[#6](-[#1])-[#1],PAINS,6,0
712,4,PYRAZOLE AMINO A(1),c1c(-[#7](-[#1])-[#1])nnc1-c2c(-[#6](-[#1])-[#1])oc(c2-[#1])-[#1],PAINS,6,0
900,4,NITROBENZ-AZADIAZOLE 2,"c1c([N+](=O)[O-])cc(n[o,s]n2)c2c1",PAINS,5,0
899,5,NITROBENZ-AZADIAZOLE 1,"c1ccc(n[o,s]n2)c2c1[N+](=O)[O-]",Essential,5,0
1167,7,C4 PERFLUORALKYL,C(F)(F)C(F)(F)C(F)(F)C(F)(F),Supplemental,1,0
532,4,IMINE IMINE C(3),[#7](-[#6](-[#1])-[#1])(-[#6](-[#1])-[#1])-[#6](-[#1])=[#7]-[#6](-[#6](-[#1])-[#1])=[#7]-[#7](-[#6](-[#1])-[#1])-[#6]:[#6],PAINS,6,0
510,4,CYANO ENE AMINE B(4),[#6]=[#6]-[#6](-[#6]#[#7])(-[#6]#[#7])-[#6](-[#6]#[#7])=[#6]-[#7](-[#1])-[#1],PAINS,6,0
289,3,PHOS THREONINE WARHEAD,NC(C(C)OP(O)(O)=O)C(O)=O,Essential,7,0
657,4,MISC TRITYL A(1),[#6](-[#6]:[#6])(-[#6]:[#6])(-[#6]:[#6])-[#16]-[#6]:[#6]-[#6](=[#8])-[#8]-[#1],PAINS,6,0
640,4,KETO KETO BETA ZONE(1),[#6]:[#6]-[#7](-[#1])-[#7]=[#6](-[#6](-[#1])-[#1])-[#6](-[#1])(-[#1])-[#6](-[#6](-[#1])-[#1])=[#7]-[#7](-[#1])-[#6]:[#6],PAINS,6,0
1054,6,DYE 32,"c1cccc2C(=O)C(C:,=*)C(=O)c12",Essential,3,0
639,4,ENE FIVE ONE B(1),c:2(:c:1-[#6](-[#6](-[#6](-c:1:c(:c(:c:2-[#1])-[#1])-[#1])(-[#1])-[#1])=[#8])=[#6](-[#6](-[#1])-[#1])-[#6](-[#1])-[#1])-[#1],PAINS,6,0
1058,6,DYE 26,c1ccccc1-n2nnnc2[CH2]*,Supplemental,3,0
780,4,HET THIO 67 A(1),[#6](-[#1])(-[#1])-[#16;X2]-c:2:n:n:c:1-[#6]:[#6]-[#7]=[#6]-[#8]-c:1:n:2,PAINS,6,0
590,4,ANTHRANIL ACID D(2),c:12:c(:c:c:c:n:1)c(c(-[#6](=[#8])~[#8;X1])s2)-[#7](-[#1])-[#1],PAINS,6,0
518,4,IMINE ENE ONE A(3),[#6]-2(-[#6]=[#7]-c:1:c:c:c:c:c:1-[#7]-2)=[#6](-[#1])-[#6]=[#8],PAINS,6,0
359,4,PYRROLE A(118),n2(-[#6]:1:[!#1]:[#6]:[#6]:[#6]:[#6]:1)c(cc(c2-[#6;X4])-[#1])-[#6;X4],PAINS,6,0
630,4,HET PYRIDINIUMS B(2),[#6]:1:2:[!#1]:[#7+](:[!#1]:[#6](:[!#1]:1:[#6]:[#6]:[#6]:[#6]:2)-[*])~[#6]:[#6],PAINS,6,0
592,4,THIOPHENE AMINO E(2),c1csc(c1-[#7](-[#1])-[#1])-[#6](-[#1])=[#6](-[#1])-c2cccs2,PAINS,6,0
688,4,PYRROLE J(1),c1(c-2c(c(n1-[#6](-[#8])=[#8])-[#6](-[#1])-[#1])-[#16]-[#6](-[#1])(-[#1])-[#16]-2)-[#6](-[#1])-[#1],PAINS,6,0
745,4,RHOD SAT F(1),[#7]-2(-c:1:c:c:c:c:c:1)-[#6](=[#8])-[#16]-[#6](-[#1])(-[#1])-[#6]-2=[#16],PAINS,6,0
464,4,THIO AMIDE A(6),c1(coc(c1-[#1])-[#6](=[#16])-[#7]-2-[#6](-[#1])(-[#1])-[#6](-[#1])(-[#1])-[!#1]-[#6](-[#1])(-[#1])-[#6]-2(-[#1])-[#1])-[#1],PAINS,6,0
753,4,MANNICH CATECHOL A(1),c:1-2:c(:c(:c(:c(:c:1-[#8]-[#6](-[#1])(-[#1])-[#7](-[#6](-[#1])-[#1])-[#6]-2(-[#1])-[#1])-[#1])-[#8])-[#8])-[#1],PAINS,6,0
656,4,HET 65 G(1),[#6]-2(=[#7]-c1c(c(nn1-[#6](-[#6]-2(-[#1])-[#1])=[#8])-[#7](-[#1])-[#1])-[#7](-[#1])-[#1])-[#6],PAINS,6,0
775,4,HET 65 L(1),c:1-2:c(-[#1]):s:c(:c:1-[#6](=[#8])-[#7]-[#7]=[#6]-2-[#7](-[#1])-[#1])-[#6]=[#8],PAINS,6,0
455,4,HET 66 A(7),c:2:c:c:1:n:n:c(:n:c:1:c:c:2)-[#6](-[#1])(-[#1])-[#6]=[#8],PAINS,6,0
787,4,THIO PYRIDINE A(1),[#6]:1(:[#7]:[#6](:[#7]:[!#1]:[#7]:1)-c:2:c(:c(:c(:o:2)-[#1])-[#1])-[#1])-[#16]-[#6;X4],PAINS,6,0
499,4,FURAN ACID A(4),c:1(:c(:c(:c(:o:1)-[#6](-[#1])-[#1])-[#6](-[#1])(-[#1])-[#8]-[#6]:[#6])-[#1])-[#6](=[#8])-[#8]-[#1],PAINS,6,0
822,5,2.2-DIMETHYL-4.5-DICARBOXY-DITHIOLE,C1(C)(C)SC(C(=O)O)=C(C(=O)O)S1,Essential,5,0
407,4,CYANO IMINE B(17),N#CC(C#N)=NNc1ccccc1,PAINS,6,0
747,4,HET THIO 5 IMINE C(1),[#16]-1-[#6](=[#7]-[#7]-[#1])-[#16]-[#6](=[#7]-[#6]:[#6])-[#6]-1=[#7]-[#6]:[#6],PAINS,6,0
634,4,HET THIO N 5C(1),[#6]:[#6]-[#7](-[#1])-[#6](=[#8])-c1c(snn1)-[#7](-[#1])-[#6]:[#6],PAINS,6,0
764,4,THIO CYANO A(1),[#7]-1(-[#1])-[#6](=[#16])-[#6](-[#1])(-[#6]#[#7])-[#6](-[#1])(-[#6]:[#6])-[#6](=[#6]-1-[#6]:[#6])-[#1],PAINS,6,0
635,4,SULFONAMIDE F(1),[#8]=[#16](=[#8])(-[#6]:[#6])-[#7](-[#1])-c1nc(cs1)-[#6]:[#6],PAINS,6,0
772,4,ANIL OC ALK E(1),[#6](-[#1])(-[#1])-[#8]-c:1:c(:c(:c(:c(:c:1-[#1])-[#1])-[#1])-[#1])-[#7](-[#1])-[#6](-[#1])(-[#1])-[#6](-[#1])(-[#8]-[#1])-[#6](-[#1])-[#1],PAINS,6,0
773,4,ANIL OC ALK F(1),[#6](-[#1])(-[#1])-[#8]-c:1:c(:c(:c(:c(:c:1-[#1])-[#1])-[#1])-[#1])-[#7](-[#1])-[#6](-[#1])(-[#6]=[#8])-[#16],PAINS,6,0
811,4,PYRROLE O(1),n1(-[#6](-[#1])-[#1])c(c(-[#6](=[#8])-[#6])c(c1-[#6]:[#6])-[#6])-[#6](-[#1])-[#1],PAINS,6,0
376,4,SULFONAMIDE A(43),"NS(=O)(=O)c1cc([F,Cl,Br,I])cc([F,Cl,Br,I])c1O",PAINS,6,0
565,4,THIAZOLE AMINE E(2),[#8]=[#6]-[#7](-[#1])-c:1:c(-[#6]:[#6]):n:c(-[#6](-[#1])(-[#1])-[#6]#[#7]):s:1,PAINS,6,0
585,4,NAPHTH AMINO C(2),c:2:c:1:c:c:c:c-3:c:1:c(:c:c:2)-[#7](-[#7]=[#6]-3)-[#1],PAINS,6,0
393,4,NAPHTH AMINO A(25),"c1cc2cccc3[#7][#6]=,:[#7]c(c1)c23",PAINS,6,0
394,4,NAPHTH AMINO B(25),[C;X4]1[N;H1]c3cccc2cccc([N;H1]1)c23,PAINS,6,0
371,4,ANIL ALK ENE(51),c:1:c:c-2:c(:c:c:1)-[#6]-3-[#6](-[#6]-[#7]-2)-[#6]-[#6]=[#6]-3,PAINS,6,0
